Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,AEFI,18-30 years (Age),30-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
22/02/2021,Jammu and Kashmir,195331.0,6521.0,591.0,195331.0,8862.0,151055.0,44247.0,29.0,885.0,194446.0,,,,,,204193.0
23/02/2021,Jammu and Kashmir,202132.0,6605.0,591.0,202132.0,9943.0,157010.0,45083.0,39.0,1049.0,201083.0,,,,,,212075.0
24/02/2021,Jammu and Kashmir,202749.0,6969.0,591.0,202749.0,9953.0,157607.0,45103.0,39.0,1083.0,201666.0,,,,,,212702.0
25/02/2021,Jammu and Kashmir,213201.0,7234.0,592.0,213201.0,12886.0,166950.0,46192.0,59.0,1106.0,212095.0,,,,,,226087.0
26/02/2021,Jammu and Kashmir,222386.0,7267.0,593.0,222386.0,15687.0,175387.0,46926.0,73.0,1125.0,221261.0,,,,,,238073.0
27/02/2021,Jammu and Kashmir,222386.0,7267.0,593.0,222386.0,15687.0,175387.0,46926.0,73.0,1125.0,221261.0,,,,,,238073.0
28/02/2021,Jammu and Kashmir,222388.0,7676.0,624.0,222388.0,15687.0,175388.0,46927.0,73.0,1125.0,221263.0,,,,,,238075.0
01/03/2021,Jammu and Kashmir,222388.0,8618.0,700.0,222388.0,15687.0,175388.0,46927.0,73.0,1125.0,221263.0,,,,,,238075.0
02/03/2021,Jammu and Kashmir,241454.0,9022.0,713.0,241454.0,17269.0,191829.0,49547.0,78.0,1178.0,240276.0,,,,,,258723.0
03/03/2021,Jammu and Kashmir,243610.0,12250.0,831.0,243610.0,17367.0,193749.0,49781.0,80.0,1189.0,242421.0,,,,,,260977.0
04/03/2021,Jammu and Kashmir,257976.0,13502.0,900.0,257976.0,19208.0,204346.0,53550.0,80.0,1227.0,256749.0,,,,,,277184.0
05/03/2021,Jammu and Kashmir,272803.0,21125.0,955.0,272803.0,21756.0,214941.0,57779.0,83.0,1249.0,271554.0,,,,,,294559.0
06/03/2021,Jammu and Kashmir,288844.0,27290.0,975.0,288844.0,25105.0,225545.0,63213.0,86.0,1260.0,287584.0,,,,,,313949.0
07/03/2021,Jammu and Kashmir,289112.0,30859.0,1053.0,289112.0,25125.0,225760.0,63266.0,86.0,1260.0,287852.0,,,,,,314237.0
08/03/2021,Jammu and Kashmir,309309.0,32745.0,1095.0,309309.0,30666.0,238939.0,70281.0,89.0,1303.0,308006.0,,,,,,339975.0
09/03/2021,Jammu and Kashmir,331895.0,33608.0,1113.0,331895.0,37394.0,254012.0,77793.0,90.0,1367.0,330528.0,,,,,,369289.0
10/03/2021,Jammu and Kashmir,333222.0,35154.0,1131.0,333222.0,37879.0,255107.0,78025.0,90.0,1396.0,331826.0,,,,,,371101.0
11/03/2021,Jammu and Kashmir,334500.0,35692.0,1134.0,334500.0,38233.0,256033.0,78377.0,90.0,1468.0,333032.0,,,,,,372733.0
12/03/2021,Jammu and Kashmir,335917.0,36688.0,1147.0,335917.0,40735.0,257203.0,78624.0,90.0,1499.0,334418.0,,,,,,376652.0
13/03/2021,Jammu and Kashmir,362666.0,37210.0,1164.0,362666.0,56214.0,274689.0,87885.0,92.0,1506.0,361160.0,,,,,,418880.0
14/03/2021,Jammu and Kashmir,363229.0,37758.0,1184.0,363229.0,56550.0,275089.0,88048.0,92.0,1506.0,361723.0,,,,,,419779.0
15/03/2021,Jammu and Kashmir,390431.0,38590.0,1215.0,390431.0,70584.0,292565.0,97771.0,95.0,1527.0,388904.0,,,,,,461015.0
16/03/2021,Jammu and Kashmir,409038.0,116450.0,947.0,409038.0,81211.0,301373.0,107565.0,100.0,0.0,490249.0,74.0,9060.0,132949.0,153180.0,113742.0,490249.0
17/03/2021,Jammu and Kashmir,424693.0,11400.0,110.0,424693.0,81519.0,310019.0,114565.0,109.0,0.0,506212.0,75.0,9093.0,133007.0,155058.0,127427.0,506212.0
18/03/2021,Jammu and Kashmir,452341.0,123400.0,993.0,452341.0,93556.0,327169.0,125058.0,114.0,0.0,545897.0,75.0,9268.0,135699.0,161389.0,145873.0,545897.0
19/03/2021,Jammu and Kashmir,467694.0,107000.0,862.0,467694.0,101308.0,336355.0,131224.0,115.0,0.0,569002.0,76.0,9354.0,136995.0,164798.0,156433.0,569002.0
20/03/2021,Jammu and Kashmir,477578.0,83808.0,662.0,477578.0,106198.0,342569.0,134893.0,116.0,0.0,583776.0,76.0,9414.0,138021.0,167568.0,162459.0,583776.0
21/03/2021,Jammu and Kashmir,478715.0,7700.0,76.0,478715.0,106834.0,343371.0,135227.0,117.0,0.0,585549.0,76.0,9427.0,138247.0,167961.0,162964.0,585549.0
22/03/2021,Jammu and Kashmir,499326.0,124908.0,1010.0,499326.0,116261.0,355589.0,143620.0,117.0,0.0,615587.0,76.0,9538.0,139838.0,172985.0,176849.0,615587.0
23/03/2021,Jammu and Kashmir,520247.0,123900.0,1004.0,520247.0,123684.0,368041.0,152087.0,119.0,0.0,643931.0,77.0,9705.0,141473.0,179111.0,189842.0,643931.0
24/03/2021,Jammu and Kashmir,520936.0,10500.0,104.0,520936.0,124359.0,368480.0,152337.0,119.0,0.0,645295.0,77.0,9698.0,141467.0,179452.0,190203.0,645295.0
25/03/2021,Jammu and Kashmir,549986.0,127550.0,1041.0,549986.0,130983.0,385769.0,164095.0,122.0,0.0,680969.0,77.0,9830.0,143118.0,186981.0,209939.0,680969.0
26/03/2021,Jammu and Kashmir,573587.0,130750.0,1058.0,573587.0,135119.0,399481.0,173983.0,123.0,0.0,708706.0,77.0,10019.0,144443.0,193311.0,225694.0,708706.0
27/03/2021,Jammu and Kashmir,595686.0,128750.0,1032.0,595686.0,138464.0,412130.0,183431.0,125.0,0.0,734150.0,79.0,10205.0,145887.0,200697.0,238775.0,734150.0
28/03/2021,Jammu and Kashmir,596652.0,46650.0,317.0,596652.0,138564.0,412693.0,183834.0,125.0,0.0,735216.0,80.0,10206.0,145976.0,201018.0,239330.0,735216.0
29/03/2021,Jammu and Kashmir,618375.0,146430.0,1085.0,618375.0,142294.0,425394.0,192853.0,128.0,0.0,760669.0,80.0,10337.0,147120.0,208236.0,252555.0,760669.0
30/03/2021,Jammu and Kashmir,641299.0,131333.0,1065.0,641299.0,146632.0,438451.0,202718.0,130.0,0.0,787931.0,80.0,10476.0,148370.0,215579.0,266743.0,787931.0
31/03/2021,Jammu and Kashmir,642348.0,70800.0,469.0,642348.0,146854.0,439033.0,203185.0,130.0,0.0,789202.0,80.0,10478.0,148374.0,215961.0,267404.0,789202.0
01/04/2021,Jammu and Kashmir,669358.0,135450.0,1069.0,669358.0,150763.0,454336.0,214891.0,131.0,0.0,820121.0,80.0,10660.0,149690.0,229556.0,279320.0,820121.0
02/04/2021,Jammu and Kashmir,707269.0,133000.0,1067.0,707269.0,155682.0,475992.0,231140.0,137.0,0.0,862951.0,80.0,10798.0,151537.0,251379.0,293422.0,862951.0
03/04/2021,Jammu and Kashmir,737067.0,110000.0,936.0,737067.0,159522.0,493126.0,243797.0,144.0,0.0,896589.0,81.0,10925.0,153122.0,269553.0,303331.0,896589.0
04/04/2021,Jammu and Kashmir,764873.0,123700.0,994.0,764873.0,161537.0,508463.0,256262.0,148.0,0.0,926410.0,82.0,10978.0,153688.0,287727.0,312344.0,926410.0
05/04/2021,Jammu and Kashmir,799804.0,151100.0,1234.0,799804.0,165214.0,527366.0,272287.0,151.0,0.0,965018.0,82.0,10975.0,153734.0,309695.0,325263.0,965018.0
06/04/2021,Jammu and Kashmir,831857.0,139050.0,1183.0,831857.0,168216.0,544586.0,287111.0,160.0,0.0,1000073.0,82.0,10977.0,153811.0,330057.0,336875.0,1000073.0
07/04/2021,Jammu and Kashmir,909465.0,147750.0,1244.0,909465.0,174198.0,587413.0,321876.0,176.0,0.0,1083663.0,83.0,10983.0,154056.0,380566.0,363723.0,1083663.0
08/04/2021,Jammu and Kashmir,994678.0,170203.0,1370.0,994678.0,182428.0,633548.0,360947.0,183.0,0.0,1177106.0,84.0,10995.0,154351.0,435553.0,393642.0,1177106.0
09/04/2021,Jammu and Kashmir,1053587.0,171700.0,1417.0,1053587.0,186812.0,666037.0,387357.0,193.0,0.0,1240399.0,84.0,11033.0,154746.0,474769.0,412903.0,1240399.0
10/04/2021,Jammu and Kashmir,1095604.0,142250.0,1212.0,1095604.0,190725.0,688808.0,406597.0,199.0,0.0,1286329.0,86.0,11074.0,154984.0,502704.0,426706.0,1286329.0
11/04/2021,Jammu and Kashmir,1128724.0,169900.0,1423.0,1128724.0,192990.0,706302.0,422217.0,205.0,0.0,1321714.0,87.0,11081.0,155135.0,524640.0,437731.0,1321714.0
12/04/2021,Jammu and Kashmir,1190462.0,182102.0,1499.0,1190462.0,199609.0,740183.0,450063.0,216.0,0.0,1390071.0,90.0,11138.0,155605.0,564286.0,459298.0,1390071.0
13/04/2021,Jammu and Kashmir,1217666.0,144250.0,1256.0,1217666.0,202914.0,755761.0,461685.0,220.0,0.0,1420580.0,90.0,11153.0,155845.0,581627.0,468906.0,1420580.0
14/04/2021,Jammu and Kashmir,1245840.0,176050.0,1460.0,1245840.0,206799.0,771032.0,474584.0,224.0,0.0,1452639.0,90.0,11171.0,156034.0,600111.0,478389.0,1452639.0
15/04/2021,Jammu and Kashmir,1285404.0,179200.0,1470.0,1285404.0,214736.0,792215.0,492963.0,226.0,0.0,1500140.0,90.0,11201.0,156469.0,625171.0,492429.0,1500140.0
16/04/2021,Jammu and Kashmir,1322027.0,179408.0,1484.0,1322027.0,222389.0,812420.0,509377.0,230.0,0.0,1544416.0,91.0,11244.0,157092.0,648773.0,504782.0,1544416.0
17/04/2021,Jammu and Kashmir,1358605.0,157750.0,1381.0,1358605.0,230383.0,832897.0,525472.0,236.0,0.0,1588988.0,91.0,11313.0,157822.0,672125.0,517207.0,1588988.0
18/04/2021,Jammu and Kashmir,1386560.0,175508.0,1468.0,1386560.0,235537.0,848883.0,537439.0,238.0,0.0,1622097.0,93.0,11380.0,158819.0,689994.0,526229.0,1622097.0
19/04/2021,Jammu and Kashmir,1439317.0,181000.0,1509.0,1439317.0,248756.0,877926.0,561147.0,244.0,0.0,1688073.0,93.0,11487.0,160193.0,721821.0,545676.0,1688073.0
20/04/2021,Jammu and Kashmir,1492291.0,161950.0,1421.0,1492291.0,260658.0,906912.0,585130.0,249.0,0.0,1752949.0,94.0,11564.0,160772.0,754730.0,565086.0,1752949.0
21/04/2021,Jammu and Kashmir,1532708.0,175050.0,1484.0,1532708.0,268455.0,929452.0,602999.0,257.0,0.0,1801163.0,96.0,11602.0,161486.0,780836.0,578644.0,1801163.0
22/04/2021,Jammu and Kashmir,1576508.0,183350.0,1541.0,1576508.0,279942.0,953499.0,622746.0,263.0,0.0,1856450.0,96.0,11663.0,162331.0,809737.0,592625.0,1856450.0
23/04/2021,Jammu and Kashmir,1632265.0,185550.0,1562.0,1632265.0,292261.0,984732.0,647259.0,274.0,0.0,1924526.0,98.0,11757.0,163416.0,847320.0,609614.0,1924526.0
24/04/2021,Jammu and Kashmir,1691210.0,165150.0,1474.0,1691210.0,305511.0,1016079.0,674843.0,288.0,0.0,1996721.0,98.0,11866.0,164508.0,885221.0,629455.0,1996721.0
25/04/2021,Jammu and Kashmir,1731283.0,178650.0,1544.0,1731283.0,311925.0,1037167.0,693824.0,292.0,0.0,2043208.0,98.0,11930.0,164965.0,912202.0,642002.0,2043208.0
26/04/2021,Jammu and Kashmir,1798206.0,190108.0,1626.0,1798206.0,327437.0,1072720.0,725177.0,309.0,0.0,2125643.0,98.0,12105.0,166234.0,954978.0,664658.0,2125643.0
27/04/2021,Jammu and Kashmir,1848389.0,172050.0,1533.0,1848389.0,338505.0,1099445.0,748619.0,325.0,0.0,2186894.0,99.0,54752.0,186420.0,925842.0,681122.0,2186894.0
28/04/2021,Jammu and Kashmir,1904409.0,174150.0,1573.0,1904409.0,351657.0,1128488.0,775588.0,333.0,0.0,2256066.0,99.0,55115.0,187501.0,961147.0,700380.0,2256066.0
29/04/2021,Jammu and Kashmir,1946913.0,174250.0,1569.0,1946913.0,364106.0,1150154.0,796417.0,342.0,0.0,2311019.0,100.0,55487.0,188344.0,987862.0,715119.0,2311019.0
30/04/2021,Jammu and Kashmir,1974919.0,174200.0,1564.0,1974919.0,373130.0,1164880.0,809691.0,348.0,0.0,2348049.0,,,,,,2348049.0
01/05/2021,Jammu and Kashmir,1995989.0,149150.0,1365.0,1995989.0,380250.0,1176433.0,819204.0,352.0,194.0,2376045.0,102.0,56105.0,189833.0,1018904.0,731044.0,2376239.0
02/05/2021,Jammu and Kashmir,2027309.0,165400.0,1412.0,2027309.0,387763.0,1193509.0,833440.0,360.0,2234.0,2412838.0,102.0,57298.0,190790.0,1038828.0,740308.0,2415072.0
03/05/2021,Jammu and Kashmir,2065375.0,180900.0,1562.0,2065375.0,402095.0,1214597.0,850410.0,368.0,5705.0,2461765.0,102.0,59455.0,194035.0,1060368.0,751432.0,2467470.0
04/05/2021,Jammu and Kashmir,2091960.0,177627.0,1467.0,2091960.0,411664.0,1229623.0,861964.0,373.0,11063.0,2492561.0,102.0,62153.0,197968.0,1073710.0,758042.0,2503624.0
05/05/2021,Jammu and Kashmir,2133638.0,180850.0,1504.0,2133638.0,426815.0,1252863.0,880394.0,381.0,16549.0,2543904.0,106.0,64916.0,202149.0,1096833.0,769653.0,2560453.0
06/05/2021,Jammu and Kashmir,2166988.0,183783.0,1542.0,2166988.0,443913.0,1271320.0,895282.0,386.0,21374.0,2589527.0,106.0,67707.0,206065.0,1114473.0,778656.0,2610901.0
07/05/2021,Jammu and Kashmir,2208633.0,188280.0,1587.0,2208633.0,464377.0,1294220.0,914021.0,392.0,26337.0,2646673.0,107.0,70494.0,209828.0,1138274.0,789950.0,2673010.0
08/05/2021,Jammu and Kashmir,2236255.0,186794.0,1539.0,2236255.0,481231.0,1309381.0,926476.0,398.0,28864.0,2688622.0,107.0,72225.0,212194.0,1153911.0,797836.0,2717486.0
09/05/2021,Jammu and Kashmir,2244582.0,140400.0,1217.0,2244582.0,485745.0,1313928.0,930256.0,398.0,28873.0,2701454.0,107.0,72535.0,212519.0,1158871.0,800568.0,2730327.0
10/05/2021,Jammu and Kashmir,,,,,,,,,,,,,,,,0.0
16/01/2021,Jharkhand,344.0,60.0,53.0,344.0,0.0,111.0,233.0,0.0,0.0,344.0,,,,,,344.0
17/01/2021,Jharkhand,344.0,136.0,62.0,344.0,0.0,111.0,233.0,0.0,0.0,344.0,,,,,,344.0
18/01/2021,Jharkhand,749.0,263.0,66.0,749.0,0.0,208.0,541.0,0.0,0.0,749.0,,,,,,749.0
19/01/2021,Jharkhand,1455.0,369.0,68.0,1455.0,0.0,418.0,1037.0,0.0,0.0,1455.0,,,,,,1455.0
20/01/2021,Jharkhand,2258.0,412.0,69.0,2258.0,0.0,597.0,1661.0,0.0,0.0,2258.0,,,,,,2258.0
21/01/2021,Jharkhand,2258.0,469.0,73.0,2258.0,0.0,597.0,1661.0,0.0,0.0,2258.0,,,,,,2258.0
22/01/2021,Jharkhand,4023.0,493.0,77.0,4023.0,0.0,998.0,3025.0,0.0,0.0,4023.0,,,,,,4023.0
23/01/2021,Jharkhand,4117.0,586.0,96.0,4117.0,0.0,1030.0,3087.0,0.0,0.0,4117.0,,,,,,4117.0
24/01/2021,Jharkhand,4573.0,644.0,108.0,4573.0,0.0,1145.0,3428.0,0.0,0.0,4573.0,,,,,,4573.0
25/01/2021,Jharkhand,8636.0,679.0,120.0,8636.0,0.0,2171.0,6465.0,0.0,0.0,8636.0,,,,,,8636.0
26/01/2021,Jharkhand,8708.0,715.0,130.0,8708.0,0.0,2184.0,6524.0,0.0,0.0,8708.0,,,,,,8708.0
27/01/2021,Jharkhand,15269.0,812.0,160.0,15269.0,0.0,4002.0,11267.0,0.0,0.0,15269.0,,,,,,15269.0
28/01/2021,Jharkhand,15617.0,988.0,218.0,15617.0,0.0,4176.0,11441.0,0.0,0.0,15617.0,,,,,,15617.0
29/01/2021,Jharkhand,23685.0,1119.0,232.0,23685.0,0.0,6302.0,17383.0,0.0,0.0,23685.0,,,,,,23685.0
30/01/2021,Jharkhand,31477.0,1204.0,241.0,31477.0,0.0,8482.0,22995.0,0.0,0.0,31477.0,,,,,,31477.0
31/01/2021,Jharkhand,31672.0,1390.0,252.0,31672.0,0.0,8597.0,23075.0,0.0,0.0,31672.0,,,,,,31672.0
01/02/2021,Jharkhand,39147.0,1573.0,274.0,39147.0,0.0,10887.0,28260.0,0.0,20.0,39127.0,,,,,,39147.0
02/02/2021,Jharkhand,46900.0,1754.0,295.0,46900.0,0.0,12742.0,34158.0,0.0,139.0,46761.0,,,,,,46900.0
03/02/2021,Jharkhand,58991.0,1975.0,314.0,58991.0,0.0,15756.0,43235.0,0.0,315.0,58676.0,,,,,,58991.0
04/02/2021,Jharkhand,66209.0,2190.0,327.0,66209.0,0.0,19630.0,46579.0,0.0,431.0,65778.0,,,,,,66209.0
05/02/2021,Jharkhand,77034.0,2493.0,355.0,77034.0,0.0,23435.0,53599.0,0.0,620.0,76414.0,,,,,,77034.0
06/02/2021,Jharkhand,86786.0,2827.0,380.0,86786.0,0.0,27825.0,58961.0,0.0,832.0,85954.0,,,,,,86786.0
07/02/2021,Jharkhand,96697.0,3123.0,400.0,96697.0,0.0,32376.0,64321.0,0.0,1024.0,95673.0,,,,,,96697.0
08/02/2021,Jharkhand,113951.0,3473.0,432.0,113951.0,0.0,41625.0,72326.0,0.0,1559.0,112392.0,,,,,,113951.0
09/02/2021,Jharkhand,133247.0,3826.0,455.0,133247.0,0.0,52282.0,80965.0,0.0,2127.0,131120.0,,,,,,133247.0
10/02/2021,Jharkhand,152985.0,4205.0,468.0,152985.0,0.0,63584.0,89401.0,0.0,2587.0,150398.0,,,,,,152985.0
11/02/2021,Jharkhand,167957.0,4537.0,481.0,167957.0,0.0,72626.0,95331.0,0.0,2940.0,165017.0,,,,,,167957.0
12/02/2021,Jharkhand,181722.0,4916.0,496.0,181722.0,0.0,80961.0,100761.0,0.0,3478.0,178244.0,,,,,,181722.0
13/02/2021,Jharkhand,195956.0,5320.0,502.0,195956.0,1978.0,89562.0,106394.0,0.0,4117.0,191839.0,,,,,,197934.0
14/02/2021,Jharkhand,203227.0,5627.0,507.0,203227.0,2197.0,93954.0,109273.0,0.0,4439.0,198788.0,,,,,,205424.0
15/02/2021,Jharkhand,215731.0,6004.0,509.0,215731.0,4142.0,101534.0,114197.0,0.0,5480.0,210251.0,,,,,,219873.0
16/02/2021,Jharkhand,222983.0,6330.0,515.0,222983.0,5575.0,105867.0,117115.0,1.0,6506.0,216477.0,,,,,,228558.0
17/02/2021,Jharkhand,233318.0,6670.0,517.0,233318.0,7692.0,111961.0,121356.0,1.0,7854.0,225464.0,,,,,,241010.0
18/02/2021,Jharkhand,240361.0,6994.0,519.0,240361.0,8686.0,117479.0,122879.0,3.0,9959.0,230402.0,,,,,,249047.0
19/02/2021,Jharkhand,251913.0,7346.0,523.0,251913.0,10774.0,124422.0,127488.0,3.0,11807.0,240106.0,,,,,,262687.0
20/02/2021,Jharkhand,259546.0,7678.0,524.0,259546.0,11583.0,129590.0,129953.0,3.0,14679.0,244867.0,,,,,,271129.0
21/02/2021,Jharkhand,261700.0,7866.0,524.0,261700.0,11766.0,131302.0,130395.0,3.0,15441.0,246259.0,,,,,,273466.0
22/02/2021,Jharkhand,268315.0,8216.0,539.0,268315.0,13661.0,136248.0,132064.0,3.0,18051.0,250264.0,,,,,,281976.0
23/02/2021,Jharkhand,274560.0,8532.0,552.0,274560.0,14813.0,141190.0,133367.0,3.0,20338.0,254222.0,,,,,,289373.0
24/02/2021,Jharkhand,279979.0,8842.0,558.0,279979.0,18048.0,145419.0,134556.0,4.0,22602.0,257377.0,,,,,,298027.0
25/02/2021,Jharkhand,285072.0,9168.0,563.0,285072.0,19237.0,149499.0,135569.0,4.0,24941.0,260131.0,,,,,,304309.0
26/02/2021,Jharkhand,289681.0,9256.0,566.0,289681.0,23757.0,153123.0,136554.0,4.0,27397.0,262284.0,,,,,,313438.0
27/02/2021,Jharkhand,289681.0,9256.0,566.0,289681.0,23757.0,153123.0,136554.0,4.0,27397.0,262284.0,,,,,,313438.0
28/02/2021,Jharkhand,289681.0,9564.0,576.0,289681.0,23757.0,153123.0,136554.0,4.0,27397.0,262284.0,,,,,,313438.0
01/03/2021,Jharkhand,289681.0,10358.0,593.0,289681.0,23757.0,153123.0,136554.0,4.0,27397.0,262284.0,,,,,,313438.0
02/03/2021,Jharkhand,300236.0,11146.0,608.0,300236.0,32050.0,159817.0,140414.0,5.0,29427.0,270809.0,,,,,,332286.0
03/03/2021,Jharkhand,312092.0,12106.0,638.0,312092.0,38624.0,166810.0,145277.0,5.0,31379.0,280713.0,,,,,,350716.0
04/03/2021,Jharkhand,323632.0,12792.0,696.0,323632.0,44761.0,173869.0,149757.0,6.0,32738.0,290894.0,,,,,,368393.0
05/03/2021,Jharkhand,336342.0,13811.0,725.0,336342.0,53101.0,181201.0,155135.0,6.0,34287.0,302055.0,,,,,,389443.0
06/03/2021,Jharkhand,349329.0,14845.0,756.0,349329.0,60890.0,188718.0,160605.0,6.0,35706.0,313623.0,,,,,,410219.0
07/03/2021,Jharkhand,353354.0,15782.0,771.0,353354.0,63433.0,190871.0,162476.0,7.0,36088.0,317266.0,,,,,,416787.0
08/03/2021,Jharkhand,368526.0,16553.0,791.0,368526.0,74228.0,199183.0,169335.0,8.0,37255.0,331271.0,,,,,,442754.0
09/03/2021,Jharkhand,383287.0,17781.0,812.0,383287.0,89001.0,207311.0,175967.0,9.0,38365.0,344922.0,,,,,,472288.0
10/03/2021,Jharkhand,401766.0,18935.0,884.0,401766.0,105387.0,217656.0,184101.0,9.0,39340.0,362426.0,,,,,,507153.0
11/03/2021,Jharkhand,412082.0,20701.0,981.0,412082.0,111897.0,223656.0,188416.0,10.0,39753.0,372329.0,,,,,,523979.0
12/03/2021,Jharkhand,433229.0,23804.0,1021.0,433229.0,126790.0,235126.0,198090.0,13.0,40380.0,392849.0,,,,,,560019.0
13/03/2021,Jharkhand,450753.0,25857.0,1139.0,450753.0,139248.0,245128.0,205612.0,13.0,41020.0,409733.0,,,,,,590001.0
14/03/2021,Jharkhand,464929.0,29514.0,1204.0,464929.0,145718.0,252576.0,212339.0,14.0,41344.0,423585.0,,,,,,610647.0
15/03/2021,Jharkhand,493667.0,34065.0,1277.0,493667.0,160178.0,267841.0,225810.0,16.0,42279.0,451388.0,,,,,,653845.0
16/03/2021,Jharkhand,520822.0,92800.0,813.0,520822.0,170592.0,280951.0,239854.0,17.0,48441.0,642973.0,278.0,18367.0,183266.0,183428.0,135477.0,691414.0
17/03/2021,Jharkhand,566563.0,97901.0,862.0,566563.0,180911.0,305683.0,260854.0,26.0,53167.0,694307.0,281.0,18664.0,186449.0,193220.0,167940.0,747474.0
18/03/2021,Jharkhand,589818.0,92300.0,823.0,589818.0,189868.0,318421.0,271369.0,28.0,55383.0,724303.0,283.0,18984.0,188985.0,199537.0,182020.0,779686.0
19/03/2021,Jharkhand,617091.0,101500.0,914.0,617091.0,198038.0,332732.0,284325.0,34.0,57862.0,757267.0,283.0,19303.0,191796.0,206719.0,198976.0,815129.0
20/03/2021,Jharkhand,716690.0,240201.0,1962.0,716690.0,206098.0,381265.0,335384.0,41.0,65479.0,857309.0,284.0,19853.0,195195.0,227599.0,273736.0,922788.0
21/03/2021,Jharkhand,877428.0,227800.0,1925.0,877428.0,210129.0,456442.0,420924.0,62.0,73772.0,1013785.0,289.0,20191.0,198314.0,268053.0,390545.0,1087557.0
22/03/2021,Jharkhand,914943.0,115200.0,1075.0,914943.0,216222.0,474853.0,440025.0,65.0,77510.0,1053655.0,290.0,20445.0,200212.0,279210.0,414747.0,1131165.0
23/03/2021,Jharkhand,1062427.0,260950.0,2215.0,1062427.0,224252.0,544350.0,517999.0,78.0,95779.0,1190900.0,292.0,21004.0,203751.0,317698.0,519626.0,1286679.0
24/03/2021,Jharkhand,1177165.0,266351.0,2266.0,1177165.0,229258.0,598473.0,578599.0,93.0,115969.0,1290454.0,294.0,21345.0,206362.0,349980.0,599119.0,1406423.0
25/03/2021,Jharkhand,1214880.0,122750.0,1111.0,1214880.0,233185.0,616972.0,597812.0,96.0,125607.0,1322458.0,294.0,21621.0,207603.0,360189.0,625106.0,1448065.0
26/03/2021,Jharkhand,1273664.0,213450.0,1868.0,1273664.0,236500.0,644518.0,629042.0,104.0,161360.0,1348804.0,295.0,21901.0,209110.0,376213.0,666077.0,1510164.0
27/03/2021,Jharkhand,1370655.0,235551.0,1974.0,1370655.0,239263.0,689612.0,680932.0,111.0,176781.0,1433137.0,296.0,22315.0,211201.0,406271.0,730497.0,1609918.0
28/03/2021,Jharkhand,1384612.0,74400.0,648.0,1384612.0,239398.0,695904.0,688597.0,111.0,178154.0,1445856.0,297.0,22332.0,211450.0,412051.0,738407.0,1624010.0
29/03/2021,Jharkhand,1386163.0,54551.0,452.0,1386163.0,239499.0,696602.0,689450.0,111.0,178278.0,1447384.0,299.0,22333.0,211462.0,412681.0,739315.0,1625662.0
30/03/2021,Jharkhand,1394924.0,84999.0,745.0,1394924.0,241635.0,701132.0,693681.0,111.0,180616.0,1455943.0,299.0,22416.0,211934.0,415915.0,744287.0,1636559.0
31/03/2021,Jharkhand,1415140.0,110550.0,998.0,1415140.0,245816.0,711492.0,703536.0,112.0,183387.0,1477569.0,299.0,22566.0,213026.0,423518.0,755656.0,1660956.0
01/04/2021,Jharkhand,1437104.0,109400.0,972.0,1437104.0,249290.0,723006.0,713986.0,112.0,185253.0,1501141.0,303.0,22653.0,213872.0,436670.0,763535.0,1686394.0
02/04/2021,Jharkhand,1475614.0,103750.0,942.0,1475614.0,253503.0,743240.0,732254.0,120.0,187646.0,1541471.0,315.0,22825.0,215256.0,461780.0,775380.0,1729117.0
03/04/2021,Jharkhand,1501006.0,100650.0,918.0,1501006.0,257067.0,757066.0,743818.0,122.0,188887.0,1569186.0,317.0,22927.0,216236.0,478722.0,782748.0,1758073.0
04/04/2021,Jharkhand,1578359.0,193470.0,1659.0,1578359.0,261144.0,795067.0,783168.0,124.0,191267.0,1648236.0,322.0,23088.0,217003.0,530510.0,807382.0,1839503.0
05/04/2021,Jharkhand,1649049.0,221800.0,1926.0,1649049.0,264591.0,829452.0,819465.0,132.0,192540.0,1721100.0,323.0,23092.0,217107.0,577383.0,831089.0,1913640.0
06/04/2021,Jharkhand,1705435.0,127750.0,1148.0,1705435.0,267846.0,856890.0,848407.0,138.0,193574.0,1779707.0,326.0,23097.0,217240.0,615546.0,849173.0,1973281.0
07/04/2021,Jharkhand,1788075.0,226100.0,2000.0,1788075.0,274683.0,898543.0,889385.0,147.0,196170.0,1866588.0,331.0,23091.0,217404.0,672156.0,875044.0,2062758.0
08/04/2021,Jharkhand,1855020.0,197400.0,1788.0,1855020.0,279807.0,932330.0,922535.0,155.0,198353.0,1936474.0,334.0,23096.0,217533.0,717453.0,896558.0,2134827.0
09/04/2021,Jharkhand,1879293.0,137050.0,1221.0,1879293.0,283324.0,945139.0,933996.0,158.0,202123.0,1960494.0,340.0,23103.0,217759.0,733544.0,904507.0,2162617.0
10/04/2021,Jharkhand,1970433.0,243290.0,2194.0,1970433.0,289690.0,990122.0,980141.0,170.0,206072.0,2054051.0,342.0,23143.0,218253.0,795183.0,933474.0,2260123.0
11/04/2021,Jharkhand,2065113.0,257850.0,2322.0,2065113.0,294571.0,1036840.0,1028092.0,181.0,208265.0,2151419.0,345.0,23188.0,218678.0,859189.0,963677.0,2359684.0
